السنة,الربع ,المنطقة ,النشاط الاقتصادي ,عدد المنشآت متناهية الصغر ,عدد المنشآت الصغيرة ,عدد المنشآت المتوسطة ,عدد المنشآت الكبيرة ,عدد المنشآت 
2022,1,مكتب منطقة نجران,أنشطة الأمن والتحقيقات,2,0,0,1,3
2022,1,مكتب منطقة نجران,أنشطة الاستخدام,16,3,0,0,19
2022,1,مكتب منطقة نجران,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,5,0,0,0,5
2022,1,مكتب منطقة نجران,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,5,1,0,0,6
2022,1,مكتب منطقة نجران,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,1,0,0,0,1
2022,1,مكتب منطقة نجران,أنشطة التشييد المتخصصة,1436,238,11,6,1691
2022,1,مكتب منطقة نجران,أنشطة الخدمات الشخصية الأخرى,534,38,0,0,572
2022,1,مكتب منطقة نجران,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,20,1,0,0,21
2022,1,مكتب منطقة نجران,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,21,6,0,0,27
2022,1,مكتب منطقة نجران,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,0,1,0,0,1
2022,1,مكتب منطقة نجران,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,50,18,2,0,70
2022,1,مكتب منطقة نجران,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,13,2,0,0,15
2022,1,مكتب منطقة نجران,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,23,2,0,0,25
2022,1,مكتب منطقة نجران,أنشطة المنظمات الدولية,2,0,0,0,2
2022,1,مكتب منطقة نجران,أنشطة المنظمات ذات العضوية,18,0,0,0,18
2022,1,مكتب منطقة نجران,أنشطة النشر,16,4,0,0,20
2022,1,مكتب منطقة نجران,أنشطة تقديم الخدمات للمباني وتجميل المواقع,185,30,4,4,223
2022,1,مكتب منطقة نجران,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,4,0,0,0,4
2022,1,مكتب منطقة نجران,أنشطة خدمات الأطعمة والمشروبات,1241,235,14,2,1492
2022,1,مكتب منطقة نجران,أنشطة خدمات المعلومات,1,1,0,0,2
2022,1,مكتب منطقة نجران,أنشطة خدمات دعم التعدين,4,3,0,0,7
2022,1,مكتب منطقة نجران,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,852,24,4,0,880
2022,1,مكتب منطقة نجران,استخراج النفط الخام والغاز الطبيعي,2,0,0,0,2
2022,1,مكتب منطقة نجران,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,51,17,1,0,69
2022,1,مكتب منطقة نجران,الإقامة,81,22,1,1,105
2022,1,مكتب منطقة نجران,الأنشطة الإبداعية والفنون وأنشطة الترفيه,3,0,0,0,3
2022,1,مكتب منطقة نجران,الأنشطة الأخرى للتعدين واستغلال المحاجر,7,0,0,0,7
2022,1,مكتب منطقة نجران,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,39,2,0,0,41
2022,1,مكتب منطقة نجران,الأنشطة الإيجارية,1240,73,2,1,1316
2022,1,مكتب منطقة نجران,الأنشطة البيطرية,3,3,0,0,6
2022,1,مكتب منطقة نجران,الأنشطة الرياضية وأنشطة التسلية والترفيه,24,13,0,1,38
2022,1,مكتب منطقة نجران,الأنشطة العقارية,33,4,0,0,37
2022,1,مكتب منطقة نجران,الأنشطة القانونية وأنشطة المحاسبة,4,0,0,0,4
2022,1,مكتب منطقة نجران,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,0,1,0,0,1
2022,1,مكتب منطقة نجران,الأنشطة المهنية والعلمية والتقنية الأخرى,20,0,0,0,20
2022,1,مكتب منطقة نجران,الاتصالات,18,1,0,0,19
2022,1,مكتب منطقة نجران,التخزين وأنشطة الدعم للنقل,235,64,2,0,301
2022,1,مكتب منطقة نجران,التعليم,16,16,6,0,38
2022,1,مكتب منطقة نجران,الرعاية مع الإقامة,3,1,0,0,4
2022,1,مكتب منطقة نجران,الصحة البشرية,17,48,12,1,78
2022,1,مكتب منطقة نجران,الصناعة التحويلية الأخرى,6,1,1,0,8
2022,1,مكتب منطقة نجران,الطباعة واستنساخ وسائط الأعلام المسجّلة,10,2,0,0,12
2022,1,مكتب منطقة نجران,النقل البري و النقل عبر الأنابيب,813,88,0,1,902
2022,1,مكتب منطقة نجران,النقل الجوي,6,3,0,0,9
2022,1,مكتب منطقة نجران,النقل المائي,11,1,0,0,12
2022,1,مكتب منطقة نجران,الهندسة المدنية,11,4,4,3,22
2022,1,مكتب منطقة نجران,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,1591,361,23,2,1977
2022,1,مكتب منطقة نجران,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,470,99,11,1,581
2022,1,مكتب منطقة نجران,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,550,110,3,0,663
2022,1,مكتب منطقة نجران,تجميع المياه ومعالجتها وتوصيلها,19,5,0,0,24
2022,1,مكتب منطقة نجران,تشييد المباني,2376,535,69,13,2993
2022,1,مكتب منطقة نجران,تعدين الفحم والليغنيت,1,0,0,0,1
2022,1,مكتب منطقة نجران,تعدين ركازات الفلزات,10,1,1,0,12
2022,1,مكتب منطقة نجران,توصيل الكهرباء والغاز والبخار وتكييف الهواء,3,1,1,0,5
2022,1,مكتب منطقة نجران,صناعة الآلات والمعدات غير المصنفة في موضع أخر,10,2,0,0,12
2022,1,مكتب منطقة نجران,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,15,2,0,0,17
2022,1,مكتب منطقة نجران,صناعة معدات النقل الأخرى,8,3,0,0,11
2022,1,مكتب منطقة نجران,صنع الأثاث,85,22,1,0,108
2022,1,مكتب منطقة نجران,صنع الحواسيب والمنتجات الإلكترونية والبصرية,15,2,0,0,17
2022,1,مكتب منطقة نجران,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,77,9,0,0,86
2022,1,مكتب منطقة نجران,صنع الفلزات القاعدية,81,17,1,1,100
2022,1,مكتب منطقة نجران,صُنع المشروبات,5,0,1,0,6
2022,1,مكتب منطقة نجران,صنع المعدات الكهربائية,14,2,0,0,16
2022,1,مكتب منطقة نجران,صُنع الملبوسات,311,26,0,0,337
2022,1,مكتب منطقة نجران,صُنع المنتجات الجلدية والمنتجات ذات الصلة,4,0,0,0,4
2022,1,مكتب منطقة نجران,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,3,0,0,0,3
2022,1,مكتب منطقة نجران,صُنع المنتجات الغذائية,134,25,1,0,160
2022,1,مكتب منطقة نجران,صُنع المنسوجات,35,7,0,0,42
2022,1,مكتب منطقة نجران,صُنع المواد الكيميائية والمنتجات الكيميائية,17,5,1,0,23
2022,1,مكتب منطقة نجران,صُنع الورق ومنتجات الورق,14,3,1,0,18
2022,1,مكتب منطقة نجران,صنع منتجات المطاط واللدائن,21,2,0,0,23
2022,1,مكتب منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,61,20,7,1,89
2022,1,مكتب منطقة نجران,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),155,22,4,0,181
2022,1,مكتب منطقة نجران,صيد الأسماك وتربية المائيات,37,1,0,0,38
2022,1,مكتب منطقة نجران,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,6,2,0,0,8
2022,1,المركز الرئيسي,أنشطة التشييد المتخصصة,1,0,0,0,1
2022,1,المركز الرئيسي,أنشطة الخدمات الشخصية الأخرى,1,0,0,0,1
2022,1,المركز الرئيسي,أنشطة خدمات الأطعمة والمشروبات,4,1,0,0,5
2022,1,المركز الرئيسي,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,2,2,0,0,4
2022,1,المركز الرئيسي,الأنشطة الإيجارية,2,0,0,0,2
2022,1,المركز الرئيسي,الأنشطة القانونية وأنشطة المحاسبة,1,0,0,0,1
2022,1,المركز الرئيسي,التخزين وأنشطة الدعم للنقل,1,0,0,0,1
2022,1,المركز الرئيسي,النقل البري و النقل عبر الأنابيب,1,0,0,0,1
2022,1,المركز الرئيسي,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,5,0,0,0,5
2022,1,المركز الرئيسي,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,1,0,0,0,1
2022,1,المركز الرئيسي,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,1,0,0,0,1
2022,1,المركز الرئيسي,تشييد المباني,2,1,0,0,3
2022,1,المركز الرئيسي,صُنع الملبوسات,1,0,0,0,1
2022,1,المركز الرئيسي,صُنع المنتجات الغذائية,0,1,0,0,1
2022,1,المركز الرئيسي,صيد الأسماك وتربية المائيات,0,1,0,0,1
2022,1,مكتب المنطقة الشرقية,أبحاث الإعلان والسوق,177,33,1,0,211
2022,1,مكتب المنطقة الشرقية,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,332,67,8,2,409
2022,1,مكتب المنطقة الشرقية,إصلاح وتركيب الآلات والمعدات,251,95,8,2,356
2022,1,مكتب المنطقة الشرقية,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,28,7,0,0,35
2022,1,مكتب المنطقة الشرقية,أنشطة الأمن والتحقيقات,26,23,9,6,64
2022,1,مكتب المنطقة الشرقية,أنشطة الاستخدام,97,23,6,6,132
2022,1,مكتب المنطقة الشرقية,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,3,0,0,0,3
2022,1,مكتب المنطقة الشرقية,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,148,55,9,1,213
2022,1,مكتب المنطقة الشرقية,أنشطة البرمجة والإذاعة,1,1,0,0,2
2022,1,مكتب المنطقة الشرقية,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,17,2,1,0,20
2022,1,مكتب المنطقة الشرقية,أنشطة التشييد المتخصصة,2910,1029,123,20,4082
2022,1,مكتب المنطقة الشرقية,أنشطة الخدمات الشخصية الأخرى,2398,401,27,3,2829
2022,1,مكتب المنطقة الشرقية,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,48,18,6,1,73
2022,1,مكتب المنطقة الشرقية,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,75,77,4,0,156
2022,1,مكتب المنطقة الشرقية,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,3,2,1,0,6
2022,1,مكتب المنطقة الشرقية,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,210,174,41,19,444
2022,1,مكتب المنطقة الشرقية,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,164,57,8,1,230
2022,1,مكتب المنطقة الشرقية,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,51,25,0,0,76
